Table,Indicator,PCT
WB_Gender,SGAGERTREPLFE,0.010949582431178473
WB_Gender,SGAGERTREPLMA,0.010949582431178473
WB_Gender,SGAPLPSPTEQ,0.5962882771419734
WB_Gender,SGBUSREGTEQ,0.5962882771419734
WB_Gender,SGCNTSIGNEQ,0.5962882771419734
WB_Gender,SGCOKCHCOZS,0.012805443860191772
WB_Gender,SGCOKCROPZS,0.006309928858645221
WB_Gender,SGCOKDUNGZS,0.008103928240024745
WB_Gender,SGCOKELECZS,0.013795236622332199
WB_Gender,SGCOKHOUSZS,0.007670893906588308
WB_Gender,SGCOKLPGNZS,0.013857098669965975
WB_Gender,SGCOKOTHRZS,0.007175997525518094
WB_Gender,SGCOKOUTDZS,0.007609031858954531
WB_Gender,SGCOKSBLDZS,0.007670893906588308
WB_Gender,SGCOKSTRWZS,0.007732755954222085
WB_Gender,SGCOKWOODZS,0.013176616145994432
WB_Gender,SGCTRTRVLEQ,0.5962882771419734
WB_Gender,SGDMKALLDFNZS,0.010702134240643365
WB_Gender,SGDMKDPCHFNZS,0.005320136096504794
WB_Gender,SGDMKFOODFNZS,0.0031549644293226106
WB_Gender,SGDMKHLTHFNZS,0.010763996288277141
WB_Gender,SGDMKHLTHHBZS,0.010763996288277141
WB_Gender,SGDMKHLTHOTZS,0.010516548097742036
WB_Gender,SGDMKHLTHSEZS,0.010702134240643365
WB_Gender,SGDMKHLTHWFZS,0.010763996288277141
WB_Gender,SGDMKHLTHWHZS,0.010763996288277141
WB_Gender,SGDMKNONEFNZS,0.010702134240643365
WB_Gender,SGDMKPRCHFNZS,0.010825858335910918
WB_Gender,SGDMKPRCHHBZS,0.010825858335910918
WB_Gender,SGDMKPRCHOTZS,0.010454686050108259
WB_Gender,SGDMKPRCHSEZS,0.010763996288277141
WB_Gender,SGDMKPRCHWFZS,0.010825858335910918
WB_Gender,SGDMKPRCHWHZS,0.010825858335910918
WB_Gender,SGDMKSRCRFNZS,0.006124342715743891
WB_Gender,SGDMKVISIFNZS,0.010763996288277141
WB_Gender,SGDMKVISIHBZS,0.010763996288277141
WB_Gender,SGDMKVISIOTZS,0.010578410145375812
WB_Gender,SGDMKVISISEZS,0.010702134240643365
WB_Gender,SGDMKVISIWFZS,0.010763996288277141
WB_Gender,SGDMKVISIWHZS,0.010763996288277141
WB_Gender,SGDMLPRGW,0.5962882771419734
WB_Gender,SGDNGWORKDNEQ,0.5962882771419734
WB_Gender,SGGENMNSTZS,0.14525208784410765
WB_Gender,SGGENPARLZS,0.3364058150324776
WB_Gender,SGGENTECHZS,0.006124342715743891
WB_Gender,SGGETJOBSEQ,0.5962882771419734
WB_Gender,SGH2OPRMSHHZS,0.01676461490875348
WB_Gender,SGH2OTL30HHZS,0.01676461490875348
WB_Gender,SGH2OTM30HHZS,0.01676461490875348
WB_Gender,SGHLDHEADEQ,0.5962882771419734
WB_Gender,SGHMETRVLEQ,0.5962882771419734
WB_Gender,SGIHTASSTEQ,0.5962882771419734
WB_Gender,SGIHTASSTPTEQ,0.5962882771419734
WB_Gender,SGINDWORKEQ,0.5962882771419734
WB_Gender,SGLAWASSTAR,0.5962882771419734
WB_Gender,SGLAWCRDDGR,0.5962882771419734
WB_Gender,SGLAWEQRMWK,0.5962882771419734
WB_Gender,SGLAWINDX,0.5962882771419734
WB_Gender,SGLAWNMCN,0.5962882771419734
WB_Gender,SGLAWNODCHR,0.5962882771419734
WB_Gender,SGLAWOBHBMRNO,0.5962882771419734
WB_Gender,SGLEGDVAW,0.5962882771419734
WB_Gender,SGLEGSXHREM,0.5962882771419734
WB_Gender,SGLOCLIVEEQ,0.5962882771419734
WB_Gender,SGNGTWORKEQ,0.5962882771419734
WB_Gender,SGOBTDVRCEQ,0.5962882771419734
WB_Gender,SGOPNBANKEQ,0.5962882771419734
WB_Gender,SGOWNHSAJFEQ1ZS,0.005196412001237241
WB_Gender,SGOWNHSAJFEQ2ZS,0.005196412001237241
WB_Gender,SGOWNHSAJFEQ3ZS,0.005196412001237241
WB_Gender,SGOWNHSAJFEQ4ZS,0.005196412001237241
WB_Gender,SGOWNHSAJFEQ5ZS,0.005196412001237241
WB_Gender,SGOWNHSAJFEZS,0.005196412001237241
WB_Gender,SGOWNHSAJMAQ1ZS,0.004392205381998144
WB_Gender,SGOWNHSAJMAQ2ZS,0.004392205381998144
WB_Gender,SGOWNHSAJMAQ3ZS,0.004392205381998144
WB_Gender,SGOWNHSAJMAQ4ZS,0.004392205381998144
WB_Gender,SGOWNHSAJMAQ5ZS,0.004392205381998144
WB_Gender,SGOWNHSAJMAZS,0.004392205381998144
WB_Gender,SGOWNHSALFEQ1ZS,0.005320136096504794
WB_Gender,SGOWNHSALFEQ2ZS,0.005320136096504794
WB_Gender,SGOWNHSALFEQ3ZS,0.005320136096504794
WB_Gender,SGOWNHSALFEQ4ZS,0.005320136096504794
WB_Gender,SGOWNHSALFEQ5ZS,0.005320136096504794
WB_Gender,SGOWNHSALFEZS,0.005320136096504794
WB_Gender,SGOWNHSALMAQ1ZS,0.004515929477265698
WB_Gender,SGOWNHSALMAQ2ZS,0.004515929477265698
WB_Gender,SGOWNHSALMAQ3ZS,0.004515929477265698
WB_Gender,SGOWNHSALMAQ4ZS,0.004515929477265698
WB_Gender,SGOWNHSALMAQ5ZS,0.004515929477265698
WB_Gender,SGOWNHSALMAZS,0.004515929477265698
WB_Gender,SGOWNHSJTFEQ1ZS,0.005320136096504794
WB_Gender,SGOWNHSJTFEQ2ZS,0.005320136096504794
WB_Gender,SGOWNHSJTFEQ3ZS,0.005320136096504794
WB_Gender,SGOWNHSJTFEQ4ZS,0.005320136096504794
WB_Gender,SGOWNHSJTFEQ5ZS,0.005320136096504794
WB_Gender,SGOWNHSJTFEZS,0.005320136096504794
WB_Gender,SGOWNHSJTMAQ1ZS,0.004515929477265698
WB_Gender,SGOWNHSJTMAQ2ZS,0.004515929477265698
WB_Gender,SGOWNHSJTMAQ3ZS,0.004515929477265698
WB_Gender,SGOWNHSJTMAQ4ZS,0.004515929477265698
WB_Gender,SGOWNHSJTMAQ5ZS,0.004515929477265698
WB_Gender,SGOWNHSJTMAZS,0.004515929477265698
WB_Gender,SGOWNHSNOFEQ1ZS,0.005320136096504794
WB_Gender,SGOWNHSNOFEQ2ZS,0.005320136096504794
WB_Gender,SGOWNHSNOFEQ3ZS,0.005320136096504794
WB_Gender,SGOWNHSNOFEQ4ZS,0.005320136096504794
WB_Gender,SGOWNHSNOFEQ5ZS,0.005320136096504794
WB_Gender,SGOWNHSNOFEZS,0.005320136096504794
WB_Gender,SGOWNHSNOMAQ1ZS,0.004515929477265698
WB_Gender,SGOWNHSNOMAQ2ZS,0.004515929477265698
WB_Gender,SGOWNHSNOMAQ3ZS,0.004515929477265698
WB_Gender,SGOWNHSNOMAQ4ZS,0.004515929477265698
WB_Gender,SGOWNHSNOMAQ5ZS,0.004515929477265698
WB_Gender,SGOWNHSNOMAZS,0.004515929477265698
WB_Gender,SGOWNLDAJFEQ1ZS,0.004825239715434581
WB_Gender,SGOWNLDAJFEQ2ZS,0.004825239715434581
WB_Gender,SGOWNLDAJFEQ3ZS,0.004825239715434581
WB_Gender,SGOWNLDAJFEQ4ZS,0.004825239715434581
WB_Gender,SGOWNLDAJFEQ5ZS,0.004825239715434581
WB_Gender,SGOWNLDAJFEZS,0.004825239715434581
WB_Gender,SGOWNLDAJMAQ1ZS,0.004144757191463037
WB_Gender,SGOWNLDAJMAQ2ZS,0.004144757191463037
WB_Gender,SGOWNLDAJMAQ3ZS,0.004144757191463037
WB_Gender,SGOWNLDAJMAQ4ZS,0.004144757191463037
WB_Gender,SGOWNLDAJMAQ5ZS,0.004144757191463037
WB_Gender,SGOWNLDAJMAZS,0.004144757191463037
WB_Gender,SGOWNLDALFEQ1ZS,0.005010825858335911
WB_Gender,SGOWNLDALFEQ2ZS,0.005010825858335911
WB_Gender,SGOWNLDALFEQ3ZS,0.005010825858335911
WB_Gender,SGOWNLDALFEQ4ZS,0.005010825858335911
WB_Gender,SGOWNLDALFEQ5ZS,0.005010825858335911
WB_Gender,SGOWNLDALFEZS,0.005010825858335911
WB_Gender,SGOWNLDALMAQ1ZS,0.004330343334364367
WB_Gender,SGOWNLDALMAQ2ZS,0.004330343334364367
WB_Gender,SGOWNLDALMAQ3ZS,0.004330343334364367
WB_Gender,SGOWNLDALMAQ4ZS,0.004330343334364367
WB_Gender,SGOWNLDALMAQ5ZS,0.004330343334364367
WB_Gender,SGOWNLDALMAZS,0.004330343334364367
WB_Gender,SGOWNLDJTFEQ1ZS,0.005010825858335911
WB_Gender,SGOWNLDJTFEQ2ZS,0.005010825858335911
WB_Gender,SGOWNLDJTFEQ3ZS,0.005010825858335911
WB_Gender,SGOWNLDJTFEQ4ZS,0.005010825858335911
WB_Gender,SGOWNLDJTFEQ5ZS,0.005010825858335911
WB_Gender,SGOWNLDJTFEZS,0.005010825858335911
WB_Gender,SGOWNLDJTMAQ1ZS,0.004330343334364367
WB_Gender,SGOWNLDJTMAQ2ZS,0.004330343334364367
WB_Gender,SGOWNLDJTMAQ3ZS,0.004330343334364367
WB_Gender,SGOWNLDJTMAQ4ZS,0.004330343334364367
WB_Gender,SGOWNLDJTMAQ5ZS,0.004330343334364367
WB_Gender,SGOWNLDJTMAZS,0.004330343334364367
WB_Gender,SGOWNLDNOFEQ1ZS,0.0050726879059696875
WB_Gender,SGOWNLDNOFEQ2ZS,0.0050726879059696875
WB_Gender,SGOWNLDNOFEQ3ZS,0.0050726879059696875
WB_Gender,SGOWNLDNOFEQ4ZS,0.0050726879059696875
WB_Gender,SGOWNLDNOFEQ5ZS,0.0050726879059696875
WB_Gender,SGOWNLDNOFEZS,0.0050726879059696875
WB_Gender,SGOWNLDNOMAQ1ZS,0.004330343334364367
WB_Gender,SGOWNLDNOMAQ2ZS,0.004330343334364367
WB_Gender,SGOWNLDNOMAQ3ZS,0.004330343334364367
WB_Gender,SGOWNLDNOMAQ4ZS,0.004330343334364367
WB_Gender,SGOWNLDNOMAQ5ZS,0.004330343334364367
WB_Gender,SGOWNLDNOMAZS,0.004330343334364367
WB_Gender,SGOWNPRRTIM,0.5962882771419734
WB_Gender,SGPENSXHREM,0.5962882771419734
WB_Gender,SGPOPMIGRFEZS,0.11296009897927621
WB_Gender,SGREGNLIDFEZS,0.006000618620476338
WB_Gender,SGREGNLIDMAZS,0.006000618620476338
WB_Gender,SGREMRIGTEQ,0.5962882771419734
WB_Gender,SGRSXBRTHQ1ZS,0.003031240334055057
WB_Gender,SGRSXBRTHQ2ZS,0.003031240334055057
WB_Gender,SGRSXBRTHQ3ZS,0.003031240334055057
WB_Gender,SGRSXBRTHQ4ZS,0.003031240334055057
WB_Gender,SGRSXBRTHQ5ZS,0.003031240334055057
WB_Gender,SGRSXBRTHZS,0.003031240334055057
WB_Gender,SGRSXNORSQ1ZS,0.0028456541911537274
WB_Gender,SGRSXNORSQ2ZS,0.0028456541911537274
WB_Gender,SGRSXNORSQ3ZS,0.0028456541911537274
WB_Gender,SGRSXNORSQ4ZS,0.0028456541911537274
WB_Gender,SGRSXNORSQ5ZS,0.0028456541911537274
WB_Gender,SGRSXNORSZS,0.0028456541911537274
WB_Gender,SGRSXREASQ1ZS,0.0028456541911537274
WB_Gender,SGRSXREASQ2ZS,0.0028456541911537274
WB_Gender,SGRSXREASQ3ZS,0.0028456541911537274
WB_Gender,SGRSXREASQ4ZS,0.0028456541911537274
WB_Gender,SGRSXREASQ5ZS,0.0028456541911537274
WB_Gender,SGRSXREASZS,0.0028456541911537274
WB_Gender,SGRSXSXOTQ1ZS,0.009155583049798948
WB_Gender,SGRSXSXOTQ2ZS,0.009155583049798948
WB_Gender,SGRSXSXOTQ3ZS,0.009155583049798948
WB_Gender,SGRSXSXOTQ4ZS,0.009155583049798948
WB_Gender,SGRSXSXOTQ5ZS,0.009155583049798948
WB_Gender,SGRSXSXOTZS,0.009155583049798948
WB_Gender,SGRSXTIRDQ1ZS,0.004825239715434581
WB_Gender,SGRSXTIRDQ2ZS,0.004825239715434581
WB_Gender,SGRSXTIRDQ3ZS,0.004825239715434581
WB_Gender,SGRSXTIRDQ4ZS,0.004825239715434581
WB_Gender,SGRSXTIRDQ5ZS,0.004825239715434581
WB_Gender,SGRSXTIRDZS,0.004825239715434581
WB_Gender,SGRSXTMDSQ1ZS,0.0049489638107021346
WB_Gender,SGRSXTMDSQ2ZS,0.0049489638107021346
WB_Gender,SGRSXTMDSQ3ZS,0.0049489638107021346
WB_Gender,SGRSXTMDSQ4ZS,0.0049489638107021346
WB_Gender,SGRSXTMDSQ5ZS,0.0049489638107021346
WB_Gender,SGRSXTMDSZS,0.0049489638107021346
WB_Gender,SGTIMUWRKFE,0.010949582431178473
WB_Gender,SGTIMUWRKMA,0.010949582431178473
WB_Gender,SGVAW1549ZS,0.006557377049180328
WB_Gender,SGVAWAFSXZS,0.006309928858645221
WB_Gender,SGVAWARGUQ1ZS,0.011753789050417568
WB_Gender,SGVAWARGUQ2ZS,0.011753789050417568
WB_Gender,SGVAWARGUQ3ZS,0.011753789050417568
WB_Gender,SGVAWARGUQ4ZS,0.011753789050417568
WB_Gender,SGVAWARGUQ5ZS,0.011753789050417568
WB_Gender,SGVAWARGUZS,0.0119393751933189
WB_Gender,SGVAWBURNQ1ZS,0.011630064955150015
WB_Gender,SGVAWBURNQ2ZS,0.011630064955150015
WB_Gender,SGVAWBURNQ3ZS,0.011630064955150015
WB_Gender,SGVAWBURNQ4ZS,0.011630064955150015
WB_Gender,SGVAWBURNQ5ZS,0.011630064955150015
WB_Gender,SGVAWBURNZS,0.011815651098051345
WB_Gender,SGVAWGOESQ1ZS,0.011815651098051345
WB_Gender,SGVAWGOESQ2ZS,0.011815651098051345
WB_Gender,SGVAWGOESQ3ZS,0.011815651098051345
WB_Gender,SGVAWGOESQ4ZS,0.011815651098051345
WB_Gender,SGVAWGOESQ5ZS,0.011815651098051345
WB_Gender,SGVAWGOESZS,0.012001237240952676
